000000	00:00:00
00169A	Quadrics
00169B	AlstomTransp
00169C	Cisco
00169D	Cisco
00169E	TVOne
00169F	VimtronElect
0016A0	AutoMaskin
0016A1	3LeafNetwork
0016A2	CentraLite
0016A3	Ingeteam
0016A4	Ezurio
0016A5	TandbergStor
0016A6	DovadoFZ
0016A7	AwetaG&P
0016A8	Cwt
0016A9	2Ei
0016AA	KeiCommunica
0016AB	Dansensor
0016AC	TohoTechnolo
0016AD	BTLinks
0016AE	Inventel
0016AF	UnionNetwork
0016B0	VK
0016B1	Kbs
0016B2	DriveCam
0016B3	Photonicbrid
0016B4	Private
0016B5	Commscope
0016B6	CiscoLinksys
0016B7	SeoulCommtec
0016B8	Sony
0016B9	ProCurveNetw
0016BA	Weathernews
0016BB	LawChainComp
0016BC	NokiaDanmark
0016BD	ATIIndustria
0016BE	INFRANET
0016BF	PaloDExGroup
0016C0	Semtech
0016C1	Eleksen
0016C2	Avtec
0016C3	BA
0016C4	SiRFTechnolo
0016C5	XingFengIndu
0016C6	NorthAtlanti
0016C7	Cisco
0016C8	Cisco
0016C9	NATSeattle
0016CA	NortelNetwor
0016CB	Apple
0016CC	XcuteMobile
0016CD	HijiHighTech
0016CE	HonHaiPrecis
0016CF	HonHaiPrecis
0016D0	ATechelektro
0016D1	ZAT
0016D2	Caspian
0016D3	Wistron
0016D4	CompalCommun
0016D5	Synccom
0016D6	TDATech
0016D7	Sunways
0016D8	Senea
0016D9	NingboBird
0016DA	FutronicTech
0016DB	SamsungElect
0016DC	Archos
0016DD	Gigabeam
0016DE	FAST
0016DF	Lundinova
0016E0	3Com
0016E1	SiliconStor
0016E2	AmericanFibe
0016E3	AskeyCompute
0016E4	VanguardSecu
0016E5	FordleyDevel
0016E6	GigaByteTech
0016E7	DynamixPromo
0016E8	LumissilMicr
0016E9	TibaMedical
0016EA	Intel
0016EB	Intel
0016EC	ElitegroupCo
0016ED	Utility
0016EE	Royaldigital
0016EF	KokoFitness
0016F0	Dell
0016F1	OmniSense
0016F2	DmobileSyste
0016F3	CASTInformat
0016F4	Eidicom
0016F5	DalianGolden
0016F6	Nevion
0016F7	L3Communicat
0016F8	AviqtechTech
0016F9	CETRTAPOTdoo
0016FA	ECITelecom
0016FB	Mtc
0016FC	Tohken
0016FD	JatyElectron
0016FE	Alpsalpine
0016FF	WaminOptocom
001700	Commscope
001701	KDE
001702	OsungMidicom
001703	MOSDANIntern
001704	ShincoElectr
001705	MethodeElect
001706	Techfaithwir
001707	InGrid
001708	HewlettPacka
001709	ExaltCommuni
00170A	InewDigital
00170B	Contela
00170C	TwigCom
00170D	DustNetworks
00170E	Cisco
00170F	Cisco
001710	AxyomCore
001711	CytivaSweden
001712	ISCOInternat
001713	TigerNetCom
001714	BRControlsNe
001715	Qstik
001716	QnoTechnolog
001717	LeicaGeosyst
001718	VanscoElectr
001719	AudiocodesUS
00171A	Winegard
00171B	InnovationLa
00171C	NTMicroSyste
00171D	Digit
00171E	BenningElekt
00171F	IMV
001720	ImageSensing
001721	FITRE
001722	HanazederEle
001723	SummitDataCo
001724	StuderProfes
001725	LiquidComput
001726	m2cElectroni
001727	ThermoRamsey
001728	SelexCommuni
001729	Ubicod
00172A	ProwareTechn
00172B	GlobalTechno
00172C	TaejinInfote
00172D	AxcenPhotoni
00172E	FXC
00172F	NeuLion
001730	AutomationEl
001731	ASUSTekCOMPU
001732	ScienceTechn
001733	Sfr
001734	ADCTelecommu
001735	IntelWireles
001736	iiTron
001737	IndustrieDia
001738	Internationa
001739	BrightHeadph
00173A	Cloudastruct
00173B	Cisco
00173C	ExtremeEngin
00173D	Neology
00173E	LeucotronEqu
00173F	BelkinIntern
001740	BluberiGamin
001741	Defidev
001742	Fujitsu
001743	Deck
001744	Araneo
001745	INNOTZ
001746	Freedom9
001747	Trimble
001748	NeokorosBras
001749	HyundaeYongO
00174A	Socomec
00174B	NokiaDanmark
00174C	Millipore
00174D	DynamicNetwo
00174E	Paramatech
00174F	iCatch
001750	GSIGroupMicr
001751	Online
001752	DAGS
001753	nForeTechnol
001754	ArkinoHiTOP
001755	GESecurity
001756	VinciLabs
001757	RixTechnolog
001758	ThruVision
001759	Cisco
00175A	Cisco
00175B	ACSSolutions
00175C	Sharp
00175D	Dongseosyste
00175E	Zed3
00175F	XENOLINKComm
001760	NaitoDenseiM
001761	Private
001762	SolarTechnol
001763	Essentia
001764	ATMedia
001765	NortelNetwor
001766	AccenseTechn
001767	EarforceAS
001768	Zinwave
001769	Cymphonix
00176A	AvagoTechnol
00176B	Kiyon
00176C	Pivot3
00176D	Core
00176E	DucatiSistem
00176F	PAXComputerT
001770	ArtiIndustri
001771	APDCommunica
001772	ASTROStrobel
001773	LaketuneTech
001774	Elesta
001775	TTEGermany
001776	MesoScaleDia
001777	ObsidianRese
001778	CentralMusic
001779	QuickTel
00177A	AssaAbloy
00177B	AzaleaNetwor
00177C	SmartlinkNet
00177D	IDTTechnolog
00177E	MeshcomTechn
00177F	WorldsmartRe
001780	AppliedBiosy
001781	GreystoneDat
001782	LoBenn
001783	TexasInstrum
001784	Commscope
001785	SparrElectro
001786	wisembed
001787	BrotherBroth
001788	PhilipsLight
001789	Zenitron
00178A	DartsTechnol
00178B	TeledyneTech
00178C	IndependentW
00178D	Checkpoint
00178E	GunneboCashA
00178F	NingboYidong
001790	HYUNDAIDIGIT
001791	LinTech
001792	FalcomWirele
001793	Tigi
001794	Cisco
001795	Cisco
001796	Rittmeyer
001797	TelsyElettro
001798	AzonicTechno
001799	SmarTire
00179A	DLink
00179B	ChantSincere
00179C	DEPRAGSCHULZ
00179D	Kelman
00179E	Sirit
00179F	Apricorn
0017A0	RoboTech
0017A1	3soft
0017A2	Camrivox
0017A3	MIX
0017A4	HewlettPacka
0017A5	MediaTek
0017A6	YosinElectro
0017A7	MobileComput
0017A8	EDM
0017A9	Sentivision
0017AA	elabexperien
0017AB	Nintendo
0017AC	ONeilProduct
0017AD	AceNet
0017AE	GAITronics
0017AF	Enermet
0017B0	NokiaDanmark
0017B1	ACISTMedical
0017B2	SKTelesys
0017B3	AftekInfosys
0017B4	RemoteSecuri
0017B5	Peerless
0017B6	Aquantia
0017B7	TonzeTechnol
0017B8	Novatron
0017B9	GambroLundia
0017BA	Sedo
0017BB	SyrinxIndust
0017BC	TouchtunesMu
0017BD	Tibetsystem
0017BE	TratecTeleco
0017BF	CoherentRese
0017C0	PureTech
0017C1	CMPrecisionT
0017C2	ADBBroadband
0017C3	KTFTechnolog
0017C4	QuantaMicros
0017C5	SonicWALL
0017C6	CrossMatchTe
0017C7	MARAConsulti
0017C8	KYOCERADispl
0017C9	SamsungElect
0017CA	Qisda
0017CB	JuniperNetwo
0017CC	AlcatelLucen
0017CD	CECWirelessR
0017CE	ScreenServic
0017CF	iMCA
0017D0	OpticomCommu
0017D1	NortelNetwor
0017D2	Thinlinx
0017D3	EtymoticRese
0017D4	MonsoonMulti
0017D5	SamsungElect
0017D6	BluechipsMic
0017D7	IONGeophysic
0017D8	MagnumSemico
0017D9	AAI
0017DA	SpansLogic
0017DB	CankoTechnol
0017DC	DaemyungZero
0017DD	ClipsalAustr
0017DE	AdvantageSix
0017DF	Cisco
0017E0	Cisco
0017E1	DACOSTechnol
0017E2	Commscope
0017E3	TexasInstrum
0017E4	TexasInstrum
0017E5	TexasInstrum
0017E6	TexasInstrum
0017E7	TexasInstrum
0017E8	TexasInstrum
0017E9	TexasInstrum
0017EA	TexasInstrum
0017EB	TexasInstrum
0017EC	TexasInstrum
0017ED	WooJooIT
0017EE	Commscope
0017EF	IBM
0017F0	SZCOMBroadba
0017F1	RenuElectron
0017F2	Apple
0017F3	Harris
0017F4	ZeronAllianc
0017F5	LigNeoptek
0017F6	PyramidMerid
0017F7	CEMSolutions
0017F8	MotechIndust
0017F9	ForcomSp
0017FA	Microsoft
0017FB	Fa
0017FC	Suprema
0017FD	AmuletHotkey
0017FE	TalosSystem
0017FF	PLAYLINE
001800	Unigrand
001801	ActiontecEle
001802	AlphaNetwork
001803	ArcSoftShang
001804	ETekDigitalT
001805	InHandNetwor
001806	HokkeiIndust
001807	Fanstel
001808	SightLogix
001809	Cresyn
00180A	CiscoMeraki
00180B	BrilliantTel
00180C	ZhoneTechnol
00180D	TerabytesSer
00180E	Avega
00180F	NokiaDanmark
001810	IPTrade
001811	NeurosTechno
001812	XinweiTeleco
001813	Sony
001814	Mitutoyo
001815	GZTechnologi
001816	Ubixon
001817	DEShawResear
001818	Cisco
001819	Cisco
00181A	AVerMediaInf
00181B	TaiJinMetal
00181C	Vitec
00181D	AsiaElectron
00181E	GDXTechnolog
00181F	PalmmicroCom
001820	w5networks
001821	Sindoricoh
001822	CecTelecom
001823	DeltaElectro
001824	KimaldiElect
001825	Private
001826	CaleAccess
001827	NecUnifiedSo
001828	e2vtechnolog
001829	Gatsometer
00182A	TaiwanVideoM
00182B	Softier
00182C	AscendNetwor
00182D	ArtecDesign
00182E	XStreamHD
00182F	TexasInstrum
001830	TexasInstrum
001831	TexasInstrum
001832	TexasInstrum
001833	TexasInstrum
001834	TexasInstrum
001835	ThoratecITC
001836	REJ
001837	UniversalABI
001838	PanAccessCom
001839	CiscoLinksys
00183A	WestellTechn
00183B	CENITS
00183C	EncoreSoftwa
00183D	VertexLink
00183E	Digilent
00183F	2Wire
001840	3Phoenix
001841	HighTechComp
001842	NokiaDanmark
001843	Dawevision
001844	HeadsUpTechn
001845	PulsarTeleco
001846	Crypto
001847	AceNetTechno
001848	VecimaNetwor
001849	nVentSchroff
00184A	Catcher
00184B	LasVegasGami
00184C	BogenCommuni
00184D	Netgear
00184E	LianheTechno
00184F	8WaysTechnol
001850	SecfoneKft
001851	SWsoft
001852	StorLinkSemi
001853	AteraNetwork
001854	Argard
001855	Aeromaritime
001856	EyeFi
001857	UnileverR&D
001858	TagMaster
001859	StrawberryLi
00185A	uControl
00185B	NetworkChemi
00185C	EDSLABTechno
00185D	TaiguenTechn
00185E	Nexterm
00185F	TAC
001860	SIMTechnolog
001861	Ooma
001862	SeagateTechn
001863	VeritechElec
001864	Eaton
001865	SiemensHealt
001866	LeutronVisio
001867	DatalogicADC
001868	CiscoSPVTG
001869	Kingjim
00186A	GlobalLinkDi
00186B	SambuCommuni
00186C	Neonode
00186D	ZhenjiangSap
00186E	3Com
00186F	SethaIndustr
001870	E28Shanghai
001871	HewlettPacka
001872	ExpertiseEng
001873	Cisco
001874	Cisco
001875	AnaCiseTestn
001876	WowWee
001877	Amplex
001878	Mackware
001879	dSys
00187A	Wiremold
00187B	4NSYS
00187C	Intercross
00187D	Armorlink
00187E	RGBSpectrum
00187F	Zodianet
001880	MaximIntegra
001881	BuyangElectr
001882	HuaweiTechno
001883	Formosa21
001884	FonTechnolog
001885	MotorolaSolu
001886	ElTech
001887	Metasystem
001888	GOTIVE
001889	WinNetSoluti
00188A	Infinova
00188B	Dell
00188C	MobileAction
00188D	NokiaDanmark
00188E	Ekahau
00188F	MontgomeryTe
001890	RadioCOMsro
001891	ZhongshanGen
001892	adstec
001893	PhotonBroadb
001894	NPCore
001895	HansunTechno
001896	GreatWellEle
001897	JESSLINKPROD
001898	KingstateEle
001899	jieshunScien
00189A	HANAMicron
00189B	Thomson
00189C	Weldex
00189D	Navcast
00189E	OMNIKEY
00189F	Lenntek
0018A0	CiermaAscens
0018A1	TiqitCompute
0018A2	XIPTechnolog
0018A3	ZippyTechnol
0018A4	Commscope
0018A5	ADigitTechno
0018A6	Persistent
0018A7	YoggieSecuri
0018A8	AnNealTechno
0018A9	EthernetDire
0018AA	ProtecFireDe
0018AB	LhwtMicroele
0018AC	JiaoDaHISYST
0018AD	NidecInstrum
0018AE	Tvt
0018AF	SamsungElect
0018B0	NortelNetwor
0018B1	IBM
0018B2	AdeunisRf
0018B3	TECWizHome
0018B4	DawonMedia
0018B5	MagnaCarta
0018B6	S3C
0018B7	D3Led
0018B8	NewVoiceInte
0018B9	Cisco
0018BA	Cisco
0018BB	EliwellContr
0018BC	ZAONVPBolid
0018BD	DvbworldTech
0018BE	ANSA
0018BF	EssenceTechn
0018C0	Commscope
0018C1	AlmitecInfor
0018C2	Firetide
0018C3	CS
0018C4	RabaTechnolo
0018C5	NokiaDanmark
0018C6	OPWFuelManag
0018C7	RealTimeAuto
0018C8	ISONAS
0018C9	EOpsTechnolo
0018CA	Viprinet
0018CB	TecobestTech
0018CC	AxiohmSas
0018CD	EraeElectron
0018CE	Dreamtech
0018CF	BaldorElectr
0018D0	AtRoadATrimb
0018D1	SiemensHomeO
0018D2	HighGainAnte
0018D3	Teamcast
0018D4	UnifiedDispl
0018D5	Reigncom
0018D6	Swirlnet
0018D7	JAVADGNSS
0018D8	ARCHMETER
0018D9	SantoshaInte
0018DA	WürthElektro
0018DB	EPLTechnolog
0018DC	Prostar
0018DD	SilicondustE
0018DE	Intel
0018DF	Morey
0018E0	Anaveo
0018E1	VerkerkServi
0018E2	TopdataSiste
0018E3	Visualgate
0018E4	Yiguang
0018E5	Adhoco
0018E6	ComputerHard
0018E7	CameoCommuni
0018E8	Hacetron
0018E9	Numata
0018EA	Alltec
0018EB	BlueZenEnter
0018EC	WeldingTechn
0018ED	AccutechUltr
0018EE	VideologyIma
0018EF	EscapeCommun
0018F0	JOYTOTO
0018F1	ChunichiDens
0018F2	TianyuCommun
0018F3	ASUSTekCOMPU
0018F4	EOTECHNICS
0018F5	StreamingVid
0018F6	ThomsonTelec
0018F7	KameleonTech
0018F8	CiscoLinksys
0018F9	VVOND
0018FA	YushinPrecis
0018FB	ComproTechno
0018FC	AltecElectro
0018FD	OptimalTechn
0018FE	HewlettPacka
0018FF	PowerQuattro
001900	Intelliveres
001901	F1Media
001902	CambridgeCon
001903	BigfootNetwo
001904	WBElectronic
001905	SCHRACKSecon
001906	Cisco
001907	Cisco
001908	Duaxes
001909	DEVIDanfoss
00190A	Hasware
00190B	SouthernVisi
00190C	EncoreElectr
00190D	IEEE1394c
00190E	AtechTechnol
00190F	Advansus
001910	KnickElektro
001911	JustInMobile
001912	Welcat
001913	ChuangYiNetw
001914	Winix
001915	TECOM
001916	PayTec
001917	Posiflex
001918	InteractiveW
001919	ASTEL
00191A	Irlink
00191B	SputnikEngin
00191C	Sensicast
00191D	Nintendo
00191E	Beyondwiz
00191F	Microlinkcom
001920	KUMEelectric
001921	ElitegroupCo
001922	CMComandosLi
001923	PhonexKorea
001924	LBNLEngineer
001925	Intelicis
001926	BitsGen
001927	ImCoSys
001928	SiemensTrans
001929	2M2BMontador
00192A	AntiopeAssoc
00192B	AclaraRF
00192C	Commscope
00192D	Nokia
00192E	SpectralInst
00192F	Cisco
001930	Cisco
001931	Balluff
001932	Gude
001933	Strix
001934	TrendonTouch
001935	DuerrDental
001936	SterliteOpti
001937	CommerceGuar
001938	UMBCommunica
001939	Gigamips
00193A	Oesolutions
00193B	LigoWave
00193C	HighPointTec
00193D	GMCGuardianM
00193E	ADBBroadband
00193F	RDItechnolog
001940	Rackable
001941	PitneyBowes
001942	OnSoftwareIn
001943	Belden
001944	FossilPartne
001945	RFCOncepts
001946	CianetIndust
001947	CiscoSPVTG
001948	AireSpiderNe
001949	TentelComtec
00194A	Testo
00194B	SagemcomBroa
00194C	FujianStelco
00194D	AvagoTechnol
00194E	UltraElectro
00194F	NokiaDanmark
001950	HarmanMultim
001951	NETCONSsro
001952	ACOGITO
001953	ChainleaderC
001954	Leaf
001955	Cisco
001956	Cisco
001957	SaafnetCanad
001958	BluetoothSIG
001959	StaccatoComm
00195A	JenaerAntrie
00195B	DLink
00195C	Innotech
00195D	XinHuaTongOp
00195E	Commscope
00195F	ValemountNet
001960	DoCoMo
001961	BlaupunktEmb
001962	CommerciantL
001963	Sony
001964	Doorking
001965	YuHuaTelTech
001966	AsiarockTech
001967	TELDATSpJ
001968	DigitalVideo
001969	NortelNetwor
00196A	MikroM
00196B	Danpex
00196C	EtrovisionTe
00196D	RaybitKorea
00196E	Metacom
00196F	SensoPart
001970	ZCom
001971	GuangzhouUni
001972	Plexus
001973	Zeugma
001974	16063
001975	Huisennetwor
001976	XipherTechno
001977	ExtremeNetwo
001978	Datum
001979	NokiaDanmark
00197A	MAZeT
00197B	Picotest
00197C	RiedelCommun
00197D	HonHaiPrecis
00197E	HonHaiPrecis
00197F	Plantronics
001980	Gridpoint
001981	Vivox
001982	SmarDTV
001983	CCTR&D
001984	ESTIC
001985	ITWatchdogs
001986	ChengHongjia
001987	PanasonicMob
001988	Wi2Wi
001989	Sonitrol
00198A	NorthropGrum
00198B	NoveraOptics
00198C	iXSea
00198D	OceanOptics
00198E	Demant
00198F	NokiaBell
001990	ELMDATA
001991	avinfo
001992	Adtran
001993	ChangshuSwit
001994	JorjinTechno
001995	JurongHiTech
001996	TurboChefTec
001997	SoftDeviceSd
001998	Sato
001999	FujitsuTechn
00199A	EdoEvi
00199B	DiversifiedT
00199C	Ctring
00199D	Vizio
00199E	Nifty
00199F	Dkt
0019A0	NihonDataSys
0019A1	LgInformatio
0019A2	OrdynTechnol
0019A3	asteelelectr
0019A4	AustarTechno
0019A5	RadarFind
0019A6	Commscope
0019A7	ItuT
0019A8	WiQuestCommu
0019A9	Cisco
0019AA	Cisco
0019AB	Raycom
0019AC	GSP
0019AD	Bobst
0019AE	HoplingTechn
0019AF	RigolTechnol
0019B0	HanYangSyste
0019B1	Arrow7
0019B2	XYnetsoft
0019B3	StanfordRese
0019B4	Intellio
0019B5	FamarFueguin
0019B6	EuroEmme
0019B7	NokiaDanmark
0019B8	BoundaryDevi
0019B9	Dell
0019BA	ParadoxSecur
0019BB	HewlettPacka
0019BC	ElectroChanc
0019BD	NewMediaLife
0019BE	AltaiTechnol
0019BF	Citiwaytechn
0019C0	Commscope
0019C1	Alpsalpine
0019C2	EquustekSolu
0019C3	Qualitrol
0019C4	Infocrypt
0019C5	SonyInteract
0019C6	zte
0019C7	CambridgeInd
0019C8	AnyDATA
0019C9	S&CElectric
0019CA	BroadataComm
0019CB	ZyxelCommuni
0019CC	RCG
0019CD	ethercominfo
0019CE	ProgressiveG
0019CF	Salicru
0019D0	Cathexis
0019D1	Intel
0019D2	Intel
0019D3	TRAKMicrowav
0019D4	ICXTechnolog
0019D5	IPInnovation
0019D6	LSCableandSy
0019D7	Fortunetek
0019D8	Maxfor
0019D9	Zeutschel
0019DA	WelltransO&E
0019DB	MicroStarInt
0019DC	ENENSYSTechn
0019DD	FEIZyfer
0019DE	Mobitek
0019DF	Thomson
0019E0	TpLinkTechno
0019E1	NortelNetwor
0019E2	JuniperNetwo
0019E3	Apple
0019E4	2Wire
0019E5	LynxStudioTe
0019E6	ToyoMedic
0019E7	Cisco
0019E8	Cisco
0019E9	SInformation
0019EA	TeraMageTech
0019EB	Pyronix
0019EC	Sagamore
0019ED	Axesstel
0019EE	CARLOGAVAZZI
0019EF	LinnkingElec
0019F0	UnionManTech
0019F1	StarCommunic
0019F2	Teradyne
0019F3	Cetis
0019F4	Convergens
0019F5	ImaginationT
0019F6	Acconet
0019F7	OnsetCompute
0019F8	EmbeddedDesi
0019F9	TDKLambda
0019FA	CableVisionE
0019FB	SkyUk
0019FC	PTUfoaksesSu
0019FD	Nintendo
0019FE	SeecommTechn
0019FF	Finnzymes
001A00	Matrix
001A01	ICUMedical
001A02	SecureCarePr
001A03	AngelElectro
001A04	InteraySolut
001A05	Optibase
001A06	OpVista
001A07	ArecontVisio
001A08	Simoco
001A09	WayfarerTran
001A0A	AdaptiveMicr
001A0B	BonaTechnolo
001A0C	SweDishSatel
001A0D	HandHeldente
001A0E	ChengUeiPrec
001A0F	ArtecheGroup
001A10	LucentTransE
001A11	Google
001A12	Essilor
001A13	WanlidaGroup
001A14	XinHuaContro
001A15	gemaltoePaym
001A16	NokiaDanmark
001A17	TeakTechnolo
001A18	AdvancedSimu
001A19	ComputerEngi
001A1A	GentexElectr
001A1B	Commscope
001A1C	GT&TEngineer
001A1D	PChomeOnline
001A1E	HewlettPacka
001A1F	CoastalEnvir
001A20	CMOTECH
001A21	BrookhuisApp
001A22	eQ3Entwicklu
001A23	IceQube
001A24	GalaxyTeleco
001A25	DeltaDore
001A26	DeltanodeSol
001A27	Ubistar
001A28	ASWTTaiwanBr
001A29	JohnsonOutdo
001A2A	Arcadyan
001A2B	AyecomTechno
001A2C	SATEC
001A2D	NavvoGroup
001A2E	ZiovaCoporat
001A2F	Cisco
001A30	Cisco
001A31	ScanCoin
001A32	ActivaMultim
001A33	ASICommunica
001A34	KonkaGroup
001A35	BARTEC
001A36	Aipermon
001A37	Lear
001A38	SanminaSCI
001A39	Merten&CoKG
001A3A	Dongahelecom
001A3B	DoahElecom
001A3C	Technowave
001A3D	AjinVision
001A3E	FasterTechno
001A3F	Intelbras
001A40	AFourTech
001A41	INOCOVA
001A42	TechcityTech
001A43	LogicalLinkC
001A44	JWTrading
001A45	GNNetcom
001A46	DigitalMulti
001A47	Agami
001A48	Takacom
001A49	MicroVision
001A4A	Qumranet
001A4B	HewlettPacka
001A4C	CrossbowTech
001A4D	GigaByteTech
001A4E	NTILinMot
001A4F	AVM
001A50	PheeNetTechn
001A51	AlfredMannFo
001A52	MeshlinxWire
001A53	Zylaya
001A54	HipShingElec
001A55	ACADigital
001A56	ViewTel
001A57	MatrixDesign
001A58	CCVDeutschla
001A59	Ircona
001A5A	KoreaElectri
001A5B	NetCareServi
001A5C	Euchner
001A5D	Mobinnova
001A5E	ThincomTechn
001A5F	KitWorksfi
001A60	WaveElectron
001A61	PacStar
001A62	DataRobotics
001A63	ElsterSoluti
001A64	IBM
001A65	Seluxit
001A66	Commscope
001A67	InfiniteQLSd
001A68	WeltecEnterp
001A69	YangtzeOptic
001A6A	Tranzas
001A6B	UniversalGlo
001A6C	Cisco
001A6D	Cisco
001A6E	ImproTechnol
001A6F	MITEL
001A70	CiscoLinksys
001A71	Diostech
001A72	MosartSemico
001A73	GemtekTechno
001A74	ProcareInter
001A75	Sony
001A76	SDTinformati
001A77	Commscope
001A78	ubtos
001A79	Telecomunica
001A7A	LismoreInstr
001A7B	Teleco
001A7C	HirschmannMu
001A7D	cyberblueLtd
001A7E	LNSrithaiCom
001A7F	GCIScienceTe
001A80	Sony
001A81	Zelax
001A82	PROBABuildin
001A83	PegasusTechn
001A84	VOneMultimed
001A85	NVMichelVand
001A86	NewWaveDesig
001A87	CanholdInter
001A88	Venergy
001A89	NokiaDanmark
001A8A	SamsungElect
001A8B	ChunilElectr
001A8C	Sophos
001A8D	AVECSBergen
001A8E	3WayNetworks
001A8F	NortelNetwor
001A90	TrópicoSiste
001A91	FusionDynami
001A92	ASUSTekCOMPU
001A93	ERCOLeuchten
001A94	Votronic
001A95	HisenseMobil
001A96	Ecler
001A97	fitivisionte
001A98	AsotelCommun
001A99	SmartyInform
001A9A	SkyworthDigi
001A9B	ADECParter
001A9C	RightHandTec
001A9D	SkipperWirel
001A9E	ICONDigitalI
001A9F	ALink
001AA0	Dell
001AA1	Cisco
001AA2	Cisco
001AA3	Delorme
001AA4	FutureUniver
001AA5	BRNPhoenix
001AA6	ElbitDeutsch
001AA7	TorianWirele
001AA8	MamiyaDigita
001AA9	FujianStarNe
001AAA	Analogic
001AAB	eWings
001AAC	Corelatus
001AAD	Commscope
001AAE	Savant
001AAF	BlusensTechn
001AB0	SignalNetwor
001AB1	AsiaPacificS
001AB2	CyberSolutio
001AB3	Visionite
001AB4	FFEI
001AB5	HomeNetworkS
001AB6	TexasInstrum
001AB7	EthosNetwork
001AB8	Anseri
001AB9	GroupeCarrus
001ABA	CatonOversea
001ABB	FontalTechno
001ABC	U4EATechnolo
001ABD	Impatica
001ABE	ComputerHiTe
001ABF	TRUMPFLaserM
001AC0	JoybienTechn
001AC1	3Com
001AC2	YEC
001AC3	ScientificAt
001AC4	2Wire
001AC5	KeysightTech
001AC6	MicroControl
001AC7	Unipoint
001AC8	ISL
001AC9	Suzuken
001ACA	Tilera
001ACB	AutocomProdu
001ACC	CelestialSem
001ACD	TidelEnginee
001ACE	Yupiteru
001ACF	CTElettronic
001AD0	AlbisTechnol
001AD1	Fargo
001AD2	EletronicaNi
001AD3	Vamp
001AD4	iPOXTechnolo
001AD5	KmcChainIndu
001AD6	JiagnsuAetna
001AD7	ChristieDigi
001AD8	AlsterAero
001AD9	Internationa
001ADA	Biz2Me
001ADB	Commscope
001ADC	NokiaDanmark
001ADD	PePWave
001ADE	Commscope
001ADF	Interactivet
001AE0	MythologyTec
001AE1	EdgeAccess
001AE2	Cisco
001AE3	Cisco
001AE4	MedicisTechn
001AE5	MvoxTechnolo
001AE6	AtlantaAdvan
001AE7	AztekNetwork
001AE8	UnifySoftwar
001AE9	Nintendo
001AEA	RadioTermina
001AEB	AlliedTelesi
001AEC	KeumbeeElect
001AED	INCOTEC
001AEE	Shenztech
001AEF	LoopcommTech
001AF0	AlcatelLucen
001AF1	EmbeddedArti
001AF2	DynavisionsS
001AF3	SamyoungElec
001AF4	Handreamnet
001AF5	Pentaone
001AF6	Woven
001AF7	dataschaltea
001AF8	CopleyContro
001AF9	AeroVIronmen
001AFA	WelchAllyn
001AFB	Joby
001AFC	ModusLink
001AFD	Evolis
001AFE	Sofacreal
001AFF	WizyoungTech
001B00	NeopostTechn
001B01	AppliedRadio
001B02	ED
001B03	ActionTechno
001B04	AffinityInte
001B05	Ymc
001B06	AteliersRLAU
001B07	MendocinoSof
001B08	DanfossDrive
001B09	MatrixComsec
001B0A	IntelligentD
001B0B	Phidgets
001B0C	Cisco
001B0D	Cisco
001B0E	InoTecOrgani
001B0F	Petratec
001B10	KangHuiTechn
001B11	DLink
001B12	Apprion
001B13	IcronTechnol
001B14	CarexLightin
001B15	Voxtel
001B16	Celtro
001B17	PaloAltoNetw
001B18	TsukenElectr
001B19	IEEEI&MSocie
001B1A	etreesJapan
001B1B	Siemens
001B1C	Coherent
001B1D	PhoenixInter
001B1E	HARTCommunic
001B1F	FORCETechnol
001B20	TPineTechnol
001B21	Intel
001B22	PalitMicrosy
001B23	SimpleComToo
001B24	QuantaComput
001B25	NortelNetwor
001B26	RONTelecom
001B27	MerlinCSI
001B28	Polygon
001B29	Avantis
001B2A	Cisco
001B2B	Cisco
001B2C	ATRONelectro
001B2D	MedEng
001B2E	SinkyoElectr
001B2F	Netgear
001B30	Solitech
001B31	NeuralImage
001B32	QLogic
001B33	NokiaDanmark
001B34	FocusSystem
001B35	ChongQingJIN
001B36	TsubataEngin
001B37	Computec
001B38	CompalInform
001B39	Proxicast
001B3A	SIMS
001B3B	YiQing
001B3C	SoftwareTech
001B3D	EuroTel
001B3E	Curtis
001B3F	ProCurveNetw
001B40	NetworkAutom
001B41	GeneralInfin
001B42	WiseBlue
001B43	DGTelecommun
001B44	SanDisk
001B45	ABBASDivisio
001B46	BlueoneTechn
001B47	Futarque
001B48	LantechElect
001B49	RobertsRadio
001B4A	W&WCommunica
001B4B	SANION
001B4C	Signtech
001B4D	ArecaTechnol
001B4E	NavmanNewZea
001B4F	Avaya
001B50	NizhnyNovgor
001B51	VectorTechno
001B52	Commscope
001B53	Cisco
001B54	Cisco
001B55	HurcoAutomat
001B56	TehutiNetwor
001B57	SemindiaPriv
001B58	ACECADEnterp
001B59	Sony
001B5A	ApolloImagin
001B5B	2Wire
001B5C	Azuretec
001B5D	Vololink
001B5E	BPL
001B5F	AlienTechnol
001B60	Navigon
001B61	DigitalAcous
001B62	JHTOptoelect
001B63	Apple
001B64	IsaacLandKor
001B65	ChinaGridcom
001B66	Sennheiserel
001B67	Cisco
001B68	Modnnet
001B69	Equaline
001B6A	PowerwaveTec
001B6B	SwyxSolution
001B6C	LookXDigital
001B6D	Midtronics
001B6E	KeysightTech
001B6F	Teletrak
001B70	IRIUbiteq
001B71	Telular
001B72	Sicep
001B73	DTLBroadcast
